,ID,long_title,date,place,publisher,author_name,book_code,cluster,confidence
29,451.0,"Les cent nouvelles nouvelles, suivent les cent nouvelles contenant les cent histoires nouveaux [sic] qui sont moult plaisans à raconter en toutes bonnes compagnies par manièere de joyeuseté",1744,Londres,s.n.,"NA, NA",,993.0,0.9355982542037964
30,452.0,"Les cent nouvelles nouvelles suivent les cent nouvelles contenant les cent histoires nouveaux [sic] qui sont moult plaisans à raconter en toutes bonnes compagnies, par manière de joyeuseté, nouvelle édition Ornée de cent figures en taille-douce et d'un frontispice",1786,Cologne,Pierre GAILLARD,"NA, NA",,,
31,503.0,"L'histoire de Valentin et Orson, très-preux, très-nobles, et très-vaillans chevaliers, fils de l'empereur de Grèce et neveux du très-vaillant et très-chrétien roi de France Pepin, contenant diverses matières comme vous pourrez voir ci-après",1738,Troyes,Pierre GARNIER,"NA, NA",,986.0,0.5478525459766388
32,504.0,"L'histoire de Valentin et Orson, très hardis, très-nobles et très-vallans chevaliers, fils de l'Empereur de Grece et neveux du roi de France Pepin, contenant diverses matieres comme vous pouvez voir ci-après",1763,Rouen,Pierre SEYER,"NA, NA",,,
33,505.0,"L'histoire de Valentin et Orson, très-hardis, très-nobles et très vaillans chevaliers, fils de l'empereur de Grèce et neveux du très-vaillant et très-chrétien roy de France Pepin, contenant diverses matières comme vous pouvez voir cy-apres",1763,Rouen,Jean-François BEHOURT,"NA, NA",,,
34,542.0,"La terrible et merveilleuse vie de Robert le diable, lequel après fut homme de bien",1738,Troyes,Garnier,"NA, NA",,996.0,0.7521957159042358
35,543.0,"La terrible et merveilleuse vie de Robert le diable, lequel après fut homme de bien",1738,Troyes,Garnier le jeune,"NA, NA",,996.0,0.4594060381253561
36,544.0,"La terrible et merveilleuse vie de Robert le diable, lequel après fut homme de bien",1738,Troyes,Jean-Antoine GARNIER,"NA, NA",,996.0,0.6242095629374187
37,545.0,"La terrible et merveilleuse vie de Robert le diable, lequel après fut homme de bien",1738,Troyes,veuve GARNIER,"NA, NA",,996.0,0.46064172188440955
38,547.0,"La terrible et merveilleuse vie de Robert le Diable, lequel après fut homme de bien",1741,Troyes,Jean OUDOT,"NA, NA",,998.0,0.29431453347206116
39,548.0,La terrible et merveilleuse vie de Robert le diable,1752,Rouen,P. SEYER,"NA, NA",,999.0,3.2945669659056875e-07
40,551.0,"La terrible et épouvantable vie de Robert le Diable, avec plusieurs choses remarquables, contenues en icelle",1788,Caen,P. CHALOPIN,"NA, NA",,1000.0,0.001314402325078845
41,612.0,"Histoire des nobles prouesses et vaillances de Gallien restauré, fils du noble Olivier le marquis et de la belle Jaqueline, fille du roi Hugon, empereur de Constantinople",1754,Troyes,Jean Garnier,"NA, NA",,,
42,667.0,/La belle Hélène de Constantinople/,1759,Lyon,Rigaud,"NA, NA",,,
43,685.0,"Histoire de la belle Héleine de Constantinople, mere de St. Martin de Tours en Touraine et de St. Brice son frere",1738,Troyes,Garnier,"NA, NA",,,
44,686.0,"Histoire de la belle Heleine de Constantinople, mère de saint Martin de Tours en Touraine et de saint Brice son frère",1738,Troyes,Jean GARNIER,"NA, NA",,,
45,690.0,"Le roman de la belle Helene de Constantinople ,mere de saint Martin de Tours en Touraine et de saint Brice son frere",1750,Rouen,Pierre SEYER,"NA, NA",,,
46,692.0,"Le roman de la belle Hélène de Constantinople, mère de saint Martin de Tours en Touraine et de saint Brice, son frère",1752,Rouen,J.-F. BEHOURT,"NA, NA",,,
47,693.0,"L'histoire de la belle Helaine de Constatinople, mère de Saint-Martin de Tours en Touraine et de Saint-Brice",1780,Caen,P. CHALOPIN,"NA, NA",,,
48,694.0,"L'histoire de la belle Helaine de Constantinople, mère de saint Martin de Tours en Touraine et de saint Brice",1785,Lélis,Goderfe,"NA, NA",,,
49,695.0,"Histoire de la belle Heleine de Constantinople, mère de saint Martin de Tours en Touraine et de saint Brice son frère",1787,Rouen,"P. SEYER, Behourt","NA, NA",,,
50,752.0,"L'histoire de Huon de Bordeaux, pair de France et duc de Guienne, contenant les faicts heroïques compris en deux livres, avec les grands voyages qu'il a faits au chasteau d'Aymant en Perse et autres lieux, revue et corrigée de nouveau",1701,Troyes,Jacques OUDOT,"NA, NA",,1001.0,0.28837794065475464
51,753.0,"Livre second de Huon de Bordeaux, pair de France et duc de Guienne, contenant les faicts et actes heroïques compris en deux livres, autant et beau récréatif discours que de longtemps ayt été leu, reveu et corrigé de nouveau",1701,Troyes,Jacques OUDOT,"NA, NA",,1001.0,0.28837794065475464
52,755.0,"Livre second de Huon de Bordeaux, pair de France et duc de guienne, contenant ses faits et actes héroïques compris en deux livres, autant beau et récréatifs que de long-tems ayt été leu, reveu et corrigé de nouveau",1707,Troyes,Jacques OUDOT,"NA, NA",,,
53,818.0,La vie du fameux Gargantuas,1732,Troyes,,"NA, NA",,,
54,822.0,"La vie du fameux Gargantuas le plus terrible géant qui ait jamais paru sur la terre, traduction nouvelle dressée sur un ancien manuscrit qui s'est trouvé dans la bibliothéque du grand Mogol",1738,Troyes,Jean-Antoine GARNIER,"NA, NA",,997.0,0.7892414331436157
55,823.0,"La vie du fameux Gargantuas le plus terrible géant qui ait jamais paru sur la terre, traduction nouvelle dressée sur un ancien manuscrit qui s'est trouvé dans la bibliothèque du grand Mogol",1738,Troyes,veuve GARNIER,"NA, NA",,997.0,0.7892414331436157
56,826.0,"La vie du fameux Gargantuas, le plus terrible géant qui ait jamais paru sur la terre, traduction nouvelle",1750,Lille,s.n.,"NA, NA",,,
57,827.0,La vie du fameux Gargantuas,1785,Troyes,Adrien-Paul-François André,"NA, NA",,,
58,828.0,Les très-véritables Gargantua,1790,Paris,s.n.,"NA, NA",,,
59,868.0,Histoire de Richard sans peur,1738,Troyes,s.n.,"NA, NA",,,
60,874.0,"L'histoire de Richard sans peur, duc de Normandie, nouvelle édition",1767,Cologne,Manteaubleu,"NA, NA",,,
61,876.0,"L'histoire de Richard sans peur, duc de Normandie, fils de Robert le diable, nouvelle édition",1777,Toulouse,Henault,"NA, NA",,,
62,880.0,"L'histoire de Richard sans peur, duc de Normandie, fils unique de Robert le diable, lequel par sa grande générostié fu roi d'Angleterre",1788,Caen,P. CHALOPIN,"NA, NA",,1000.0,0.001314402325078845
63,941.0,Histoire de Jean de Paris,1786,Troyes,Jean GARNIER,"NA, NA",,,
64,987.0,"Tiel VVlespiegle, de sa vie, de ses faits, et merveilleuses finesses par lui faites, et des grandes fortunes qu'il a eües, lequel par un les fallaces ne se laissa tromper: nouvellement corrigé et translaté de flamend [sic] en françois",1701,Rouen,Jean-Baptiste BESONGNE,"NA, NA",,,
65,995.0,La vie de Tiel Ulespiege,1741,Troyes,Jean OUDOT,"NA, NA",,998.0,0.29431453347206116
66,1016.0,"Œuvres de maitre François Rabelais, publiées sous le titre de Faits et dits du géant Gargantua et de son fils Pantagruel, /... nouvelle édition/",1732,S.l.,s.n.,"Rabelais, François",,,
67,1018.0,Œuvres de maitre François Rabelais,1733,"Londres, & Paris",Jean-François BASTIEN,"Rabelais, François",,,
68,1019.0,"Œuvres Göttingen: OEuvres de François Rabelais, avec des remarques &c. de M. Le Duchat SCU]: ... nouvelle édition ornée de figures de B. Picart &c. augmentée de quantité de remarques de M. Le Duchat, de celles de l'édition angloise des OEuvres de Rabelais, de ses lettres et de plusieurs pièces curieuses & intéressantes.",1741,Amsterdam,Jean-Frédéric BERNARD,"Rabelais, François",,1003.0,0.3018516004085541
69,1020.0,Œuvres choisies de François Rabelais,1752,Genève,Barillot et fils,"Rabelais, François",,1004.0,0.11567657440900803
70,1021.0,Œuvres,1755,Rouen,,"Rabelais, François",,,
71,1022.0,Œuvres,1759,Amsterdam,Adrien Moetjans,"Rabelais, François",,,
72,1024.0,"Œuvres, avec des commentaires par M. Luneau de Boisjermain",1768,Paris,Cellot,"Rabelais, François",,,
73,1025.0,"Œuvres, [...] traduction nouvelle [...]",1779,Londres,s.n.,"Rabelais, François",,,
74,1028.0,Œuvres,1783,Londres & Paris,Jean-François BASTIEN,"Rabelais, François",,,
75,1029.0,Œuvres,1787,Genève,s.n.,"Rabelais, François",,,
76,1030.0,"Œuvres de maître Fr. Rabelais, [...] édition nouvelle [...]",1789,La Haye & Paris,,"Rabelais, François",,,
77,1074.0,Le Décaméron de Jean Bocace,1757,Londres,,"Boccaccio, Giovanni",,,
78,1083.0,"Discours d'aucuns propos rustiques, facécieux et de singulière récréation ou les ruses et finesses de Ragot, capitaine des gueux, etc. par Leon Ladulfi (Noel du Fail) seigneur de la Herissaye, gentilhomme breton",1732,S.l.,,"Du fail, Noël",,,
79,1105.0,Histoire des amours de Théagène et de Chariclée,1786,Paris,Cussac,"HÉLIODORE, NA",,,
80,1151.0,Les affections de divers amans,1743,2,,"PARTHÉNIUS DE NICÉE, NA",,,
81,1227.0,Amours pastorales de Daphnis et Chloé,1718,S.l.,s.n.,"LONGUS, NA",,,
82,1236.0,Amours pastorales de Daphnis et Chloé,1749,Amsterdam,s.n.,"LONGUS, NA",,,
83,1237.0,Les amours pastorales de Daphnis et Chloé,1750,Amsterdam,,"LONGUS, NA",,,
84,1239.0,"Les amours pastorales de Daphnis et Chloé, par Longus, double traduction du grec en françois de Mr. Amiot et d'un anonime, mises en paralelle et ornées des estampes originales du fameux B. Audran, gravées aux dépens du feu duc d'Orléans, régent de France, sur les tableaux inventés et peints de la main de ce grand prince, avec un frontispice de Coypel et autres vignettes et culs de lamp gravées par D. Fock sur les desseins de Cochin et de Eysen MY NOTES SAY: desseins NOT: dessins? WHOSE ERROR ??",1757,Paris,imprimées pour les curieux,"LONGUS, NA",,,
85,1240.0,Amours pastorales de Daphnis et Chloé,1764,La Haye,Jean NEAULME,"LONGUS, NA",,,
86,1242.0,Amours pastorales de Daphnis et Chloé,1770,Londres,s.n.,"LONGUS, NA",,,
87,1245.0,"Amours pastorales de Daphnis et Chloé, translatées en français par Jacques Amyot [...]",1776,Bouillon,imprimerie de la Société typographique,"LONGUS, NA",,,
88,1246.0,Les amours pastorales de Daphnis et Chloé,1777,S.l.,s.n.,"LONGUS, NA",,,
89,1254.0,Amours pastorales de Daphnis et Chloé,1784,Paris,Belin,"LONGUS, NA",,1008.0,0.02138538658618927
90,1255.0,Amours pastorales de Daphnis et Chloé,1784,Versailles,Sévère DACIER,"LONGUS, NA",,1008.0,0.02138538658618927
91,1257.0,Amours pastorales de Daphnis et Chloé,1787,Paris,"Lamy, de l'imprimerie de Monsieur","LONGUS, NA",,1009.0,0.9571583271026611
92,1297.0,"Contes et nouvelles de Marguerite de Valois, reine de Navarre, mis en beau langage, accommodé au goût de ce temps",1733,La Haye,"P. Gosse, J. Neaulme","Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",,,
93,1298.0,"Contes et nouvelles de Marguerite de Valois, reine de Navarre, mis en beau langage, accomodé au goût de ce temps",1738,La Haye,"P. GOSSE, J. NEAULME","Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",,,
94,1299.0,"Contes et nouvelles, [...] nouvelle edition",1740,Paris,aux dépens de la Compagnie,"Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",,,
95,1300.0,Contes et nouvelles,1744,Londres,s.n.,"Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",,993.0,0.9355982542037964
96,1304.0,"Nouvelles de Marguerite, reine de Navarre VARIANT TITLES?: Contes et nouvelles (Bludov?, Munich-E], ?)/ Heptaméron français (Augsbourg], Munich-E]) ?",1780,Berne,Nouvelle société typographique,"Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",,,
97,1305.0,"Les nouvelles de Marguerite, reine de Navarre",1780,Berne,Beat Louis WALTHARD,"Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",,,
98,1306.0,"Contes et nouvelles de Marguerite de Valois, reine de Navarre, faisant suite aux Contes de J. Bocace [...]",1784,Londres,,"Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",,,
99,1307.0,Contes et nouvelles [...],1784,Londres,,"Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",,,
100,1308.0,Contes et nouvelles de Marguerite de Navarre [...],1787,Londres,,"Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",,,
101,1512.0,"Les contes et discours d'Eutrapel, par Noel du Fail seigneur de la Herissaye, gentilhomme breton",1732,2,,"Du fail, Noël",,,
102,1661.0,"Mylord ** ou la paysan de qualité, nouvelle galante, par Mr. ***",1701,La Haye,Pierre HUSSON,"NA, NA",,,
103,1673.0,"Semelion, histoire véritable, nouvelle édition augmentée d'une troisième et d'une quatrième parties qui n'avaient pas encore été publiées",1733,Amsterdam,Boetman,"NA, NA",,,
104,1674.0,"Semelion, histoire véritable",1733,Constantinople,s.n.,"NA, NA",,,
105,1675.0,Effets surprenants de la philosophie ou Semelion,1756,Paris,,"NA, NA",,,
106,1682.0,"Germaine de Foix, reine d'Espagne",1701,Amsterdam,Jacques DESBORDES,"Baudot de juilly, Nicolas",,1011.0,0.009398696012794971
107,1683.0,"Germaine de Foix, reine d'Espagne",1701,Paris,"Guillaume de LUYNE ET, Jean-Baptiste LANGLOIS","Baudot de juilly, Nicolas",,1011.0,0.009398696012794971
108,1687.0,Anecdotes galans [sic],1701,Cologne,s.n.,"Bédacier, Catherine  née Durand",,,
109,1696.0,Mémoires secrets et intrigues de la cour de France sous Charles VII,1741,Amsterdam,Jean-Frédéric BERNARD,"Bédacier, Catherine  née Durand",,1003.0,0.3018516004085541
110,1697.0,Mémoires secrets de la cour de Charles VII,1757,La Haye,s.n.,"Bédacier, Catherine  née Durand",,,
111,1699.0,"Le compagnon sage et ingénieux, anglois et françois ou recueil de l'esprit des personnes illustres tant anciennes que modernes, contenant leurs sentences, pensees nobles, généreux sentimens, reparties fines, bons mots et avantures agréable, à l'usage des ecoles françoises, troisiéme edition corrigée, augmentée etc., à l'usage des ecoles fran çoises, par Mr. boyer, auteur du dictionnaire royal",1707,Londres,"J. Nicholson, M. Newborough, Maurice ATKINS","Boyer, Abel",,,
112,1701.0,"Le compagnon sage et ingenieux, anglois et françois, ou recueil de l'esprit des personnes illustres, tant anciennes que modernes ou recueil des bons mots, pensees ingenieuses, promptes reparties, railleries fines et avantures agreables des personages illustres, tant anciens que modernes, ouvrage non seulement necessaire aux jeunes gens et autres personnes qui veulent apprendre le françois mais divertissant et utile à tous les lecteurs anglois et françois, cinquieme édition exactement revüe et corrigée",1741,Londres,"D. MIDWINTER, T. WOODWARD, Aaron WARD","Boyer, Abel",,,
113,1704.0,Relation historique de l'amour de l'empereur de Maroc,1707,Cologne,Pierre MARTEAU,"Freschot, Casimir",,1018.0,0.2100791335105896
114,1717.0,L'abbé en belle humeur,1784,Cologne,s.n.,"Macé, René",,,
115,1719.0,Anecdote ou histoire secrète des vestales,1701,Paris,Cavelier,"Mailly, chevalier de",,,
116,1723.0,"Histoire de Geofroy, surnommé à la grand'dent",1701,Amsterdam,Jaques DESBORDES,"Nodot, François",,1019.0,0.007999023422598839
117,1724.0,"Histoire de Geofroy, surnommé à la grand'dent",1701,Paris,"Guillaume de LUYNE, Jean-Baptiste LANGLOIS","Nodot, François",,1019.0,0.007999023422598839
118,1743.0,"Saint-Evremoniana ou recueil de diverses pièces curieuses avec des pensées judicieuses, de beaux traits d'histoire et des remarques très utiles de...",1750,Amsterdam,Pierre MORTIER,"Saint-évremond, Charles de Marguetel de Saint-Denis",,,
119,1751.0,"Mémoires de Mr d'Artagnan, capitaine-lieutenant de la premiere compagnie des mousquetaires du Roi, contenant quantité de choses particulieres et secrettes qui se sont passées sous le régne de Louis le Grand",1701,Cologne,Pierre MARTEAU,"Sandras de courtilz, Gatien de",,1020.0,0.9370647668838501
120,1752.0,"Mémoires de Mr. d'Artagnan, capitaine lieutenant de la première compagnie des mousquetaires du Roi, contenant quantité de choses particulières et secrettes qui se sont passées sous le règne de Louis le Grand",1701,Cologne,P. MARTEAU,"Sandras de courtilz, Gatien de",,1020.0,0.9017348885536194
121,1753.0,"Mémoires de Mr. d'Artagnan, capitaine lieutenant de la première compagnie des mousquetaires du Roi, contenant quantité de choses particulières et secrettes qui se sont passées sous le règne de Louis le Grand",1701,Cologne,Pierre MARTEAU,"Sandras de courtilz, Gatien de",,1020.0,0.9582017660140991
122,1761.0,Mémoires d'Artagnan sous Louis XIV,1732,Cologne,,"Sandras de courtilz, Gatien de",,,
123,1763.0,"Les amours libres des deux frères, histoire galante, par le sieur R.I.B.R.",1701,Cologne,Roger LAMBIN,"NA, NA",,,
124,1766.0,"La pompe funèbre d'Arlequin, mort le dernier jour d'aoust 1700",1701,Paris,Jean MUSIER,"NA, NA",,,
125,1767.0,"Les avantures galantes du chevalier de Thémicour, par madame D**",1701,Paris,Pierre RIBOU,"Bédacier, Catherine  née Durand",,,
126,1771.0,Le nouveau Démocrite ou délassements d'esprit,1701,Paris,Michel BRUNET,"BOYER DE RIVIÉRE, NA",,1021.0,0.9960032105445862
127,1772.0,Le nouveau Démocrite ou délassements d'esprit,1701,Paris,Michel BRUNET,"BOYER DE RIVIÉRE, NA",,1021.0,0.9960032105445862
128,1773.0,"Œuvres diverses de M. de Fontenelle de l'Academie fran çoise, qui contient Les nouveaux dialogues des morts, le Jugement de Pluton sur les deux parties des dialogues des morts",1701,Amsterdam,Pierre MORTIER,"Fontenelle, Bernard Le Bouyer de",,,
129,1774.0,Œuvres diverses de M. de Fontenelle de l'Academie françoise,1707,Londres,Paul et Isaak VAILLANT,"Fontenelle, Bernard Le Bouyer de",,,
130,1801.0,"OEuvres diverses de M. de Fontenelle, de l'Academie françoise, nouvelle édition augmentée et enrichie de figures gravées par Bernard Picart le Romain",1743,Amsterdam,François Changuion,"Fontenelle, Bernard le Bouyer de",,,
131,1804.0,OEuvres de monsieur de Fontenelle,1752,Paris,Brunet,"Fontenelle, Bernard le Bouyer de",,,
132,1805.0,"OEuvres diverses de M. de Fontenelle de l'Academie françois, nouvelle edition augmentée et enrichie de figures gravées par Bernard Picart le Romain",1753,Amsterdam,François CHANGUION,"Fontenelle, Bernard le Bouyer de",,,
133,1806.0,Œuvres de monsieur de Fontenelle,1754,Amsterdam,Changuion,"Fontenelle, Bernard le Bouyer de",,,
134,1807.0,"Œuvres de monsieur de Fontenelle, des Académies françoise, des sciences, des belles-lettres, de Londres, de Nancy, de Berlin et de Rome",1754,Amsterdam,aux dépens de la Compagnie,"Fontenelle, Bernard le Bouyer de",,,
135,1808.0,OEuvres de monsieur de Fontenelle,1754,Londres,,"Fontenelle, Bernard le Bouyer de",,,
136,1809.0,Œuvres de monsieur de Fontenelle,1758,Paris,B. Brunet,"Fontenelle, Bernard le Bouyer de",,,
137,1810.0,"Œuvres de M. de Fontenelle [...], nouvelle édition augmentée",1761,Paris,veuve BRUNET,"Fontenelle, Bernard le Bouyer de",,,
138,1811.0,Œuvres de monsieur de Fontenelle,1761,Paris,Desaint et Saillant,"Fontenelle, Bernard le Bouyer de",,1023.0,0.8193950057029724
139,1812.0,Œuvres de monsieur de Fontenelle,1761,Paris,Regnard,"Fontenelle, Bernard le Bouyer de",,1023.0,0.8193950057029724
140,1813.0,Œuvres choisies de M. de Fontenelle,1761,Londres,Nourse,"Fontenelle, Bernard le Bouyer de",,1024.0,0.9960032105445862
141,1814.0,Œuvres choisies de M. de Fontenelle,1761,Londres,Nourse,"Fontenelle, Bernard le Bouyer de",,1024.0,0.9960032105445862
142,1815.0,"OEuvres de monsieur de Fontenelle, des Academies françoise, des sciences, des belles-lettres, de Londres, de Nancy, de Berlin et de Rome, nouvelle edition augmentée avec figures",1764,Amsterdam,François CHANGUION,"Fontenelle, Bernard le Bouyer de",,,
143,1817.0,Œuvres de monsieur de Fontenelle,1764,Paris,B. BRUNET,"Fontenelle, Bernard le Bouyer de",,,
144,1818.0,"Œuvres de monsieur de Fontenelle, nouvelle édition augmentée",1766,Paris,Libraires associées,"Fontenelle, Bernard le Bouyer de",,,
145,1819.0,Œuvres de monsieur de Fontenelle /tome XI./,1766,Paris,Regnard,"Fontenelle, Bernard le Bouyer de",,1025.0,0.881783127784729
146,1820.0,Œuvres de monsieur de Fontenelle /tome XI./,1766,Paris,"Dessaint, Saillant","Fontenelle, Bernard le Bouyer de",,1025.0,0.881783127784729
147,1821.0,Œuvres de monsieur de Fontenelle,1767,Paris,"Saillant, Desaint, Regnard, Des Ventes de La Doué","Fontenelle, Bernard le Bouyer de",,,
148,1822.0,OEuvres choisies de Fontenelle,1779,Liège,F. J. DESOER,"Fontenelle, Bernard le Bouyer de",,,
149,1823.0,"Œuvres de monsieur de Fontenelle [...], nouvelle édition augmentée",1784,Londres,,"Fontenelle, Bernard le Bouyer de",,,
150,1824.0,OEuvres diverses de M. de Fontenelle,1784,Londres,Vaillant,"NA, NA",,,
151,1826.0,"Œuvres de Fontenelle, des Académies françoise, des sciences, des belle lettres, de Londres, de Nancy, de Berlin et de Rome, nouvelle édition, augmentée de plusieurs pièces relatives à l'auteur, mise pour la première fois par ordre des matières, et plus correcte que toutes les précédentes",1790,Paris,"Jean-François BASTIEN, Jean SERVIÈRES","Fontenelle, Bernard le Bouyer de",,,
152,1829.0,Le Télémaque moderne ou les intrigues d'un grand seigneur pendant son exil,1701,Cologne,Anthoine d'EGMOND,"Grandchamp, de",,1026.0,0.9940980076789856
153,1830.0,"Le Télémaque moderne, ou les intrigues d'un grand seigneur pendant son exil",1701,Cologne,Anthoine d'EGMOND,"Grandchamp, de",,1026.0,0.9940980076789856
154,1834.0,"Les métamorphoses d'Ovide, avec des explications à la fin de chaque fable, traduction nouvelle par M. l'abbé de Bellegarde",1701,Paris,Michel BRUNET,"OVIDE, NA",,1022.0,0.5336836973826091
155,1835.0,"Les métamorphoses d'Ovide, avec des explications à la fin de chaque fable, traduction nouvelle par M. l'abbé de Bellegarde",1701,Paris,Michel BRUNET,"OVIDE, NA",,1022.0,0.5336836973826091
156,1836.0,"Les métamorphoses d'Ovide, avec des exmplications à la fin de chaque fable, traduction nouvelle par M. l'abbé de Bellegarde",1701,Paris,Michel DAVID,"OVIDE, NA",,,
157,1837.0,"Les métamorphoses d'Ovide, avec des explications à la fin de chaque fable, traduction nouvelle par M. l'abbé de Bellegarde",1701,Paris,Pierre ÉMERY,"OVIDE, NA",,1022.0,0.47881164153416955
158,1838.0,"Les métamorphoses d'Ovide, avec des explications à la fin de chaque fable, traduction nouvelle par M. l'abbé de Bellegarde",1701,Paris,P. ÉMERY,"OVIDE, NA",,1022.0,0.5025601585706074
