ID,long_title,date,place,publisher,author_name,book_code
503,"L'histoire de Valentin et Orson, très-preux, très-nobles, et très-vaillans chevaliers, fils de l'empereur de Grèce et neveux du très-vaillant et très-chrétien roi de France Pepin, contenant diverses matières comme vous pourrez voir ci-après",1738,Troyes,Pierre GARNIER,"NA, NA",NA
504,"L'histoire de Valentin et Orson, très hardis, très-nobles et très-vallans chevaliers, fils de l'Empereur de Grece et neveux du roi de France Pepin, contenant diverses matieres comme vous pouvez voir ci-après",1763,Rouen,Pierre SEYER,"NA, NA",NA
505,"L'histoire de Valentin et Orson, très-hardis, très-nobles et très vaillans chevaliers, fils de l'empereur de Grèce et neveux du très-vaillant et très-chrétien roy de France Pepin, contenant diverses matières comme vous pouvez voir cy-apres",1763,Rouen,Jean-François BEHOURT,"NA, NA",NA
542,"La terrible et merveilleuse vie de Robert le diable, lequel après fut homme de bien",1738,Troyes,Garnier,"NA, NA",NA
543,"La terrible et merveilleuse vie de Robert le diable, lequel après fut homme de bien",1738,Troyes,Garnier le jeune,"NA, NA",NA
544,"La terrible et merveilleuse vie de Robert le diable, lequel après fut homme de bien",1738,Troyes,Jean-Antoine GARNIER,"NA, NA",NA
545,"La terrible et merveilleuse vie de Robert le diable, lequel après fut homme de bien",1738,Troyes,veuve GARNIER,"NA, NA",NA
547,"La terrible et merveilleuse vie de Robert le Diable, lequel après fut homme de bien",1741,Troyes,Jean OUDOT,"NA, NA",NA
548,La terrible et merveilleuse vie de Robert le diable,1752,Rouen,P. SEYER,"NA, NA",NA
551,"La terrible et épouvantable vie de Robert le Diable, avec plusieurs choses remarquables, contenues en icelle",1788,Caen,P. CHALOPIN,"NA, NA",NA
612,"Histoire des nobles prouesses et vaillances de Gallien restauré, fils du noble Olivier le marquis et de la belle Jaqueline, fille du roi Hugon, empereur de Constantinople",1754,Troyes,Jean Garnier,"NA, NA",NA
667,/La belle Hélène de Constantinople/,1759,Lyon,Rigaud,"NA, NA",NA
685,"Histoire de la belle Héleine de Constantinople, mere de St. Martin de Tours en Touraine et de St. Brice son frere",1738,Troyes,Garnier,"NA, NA",NA
686,"Histoire de la belle Heleine de Constantinople, mère de saint Martin de Tours en Touraine et de saint Brice son frère",1738,Troyes,Jean GARNIER,"NA, NA",NA
690,"Le roman de la belle Helene de Constantinople ,mere de saint Martin de Tours en Touraine et de saint Brice son frere",1750,Rouen,Pierre SEYER,"NA, NA",NA
692,"Le roman de la belle Hélène de Constantinople, mère de saint Martin de Tours en Touraine et de saint Brice, son frère",1752,Rouen,J.-F. BEHOURT,"NA, NA",NA
693,"L'histoire de la belle Helaine de Constatinople, mère de Saint-Martin de Tours en Touraine et de Saint-Brice",1780,Caen,P. CHALOPIN,"NA, NA",NA
694,"L'histoire de la belle Helaine de Constantinople, mère de saint Martin de Tours en Touraine et de saint Brice",1785,Lélis,Goderfe,"NA, NA",NA
695,"Histoire de la belle Heleine de Constantinople, mère de saint Martin de Tours en Touraine et de saint Brice son frère",1787,Rouen,"P. SEYER, Behourt","NA, NA",NA
752,"L'histoire de Huon de Bordeaux, pair de France et duc de Guienne, contenant les faicts heroïques compris en deux livres, avec les grands voyages qu'il a faits au chasteau d'Aymant en Perse et autres lieux, revue et corrigée de nouveau",1701,Troyes,Jacques OUDOT,"NA, NA",NA
753,"Livre second de Huon de Bordeaux, pair de France et duc de Guienne, contenant les faicts et actes heroïques compris en deux livres, autant et beau récréatif discours que de longtemps ayt été leu, reveu et corrigé de nouveau",1701,Troyes,Jacques OUDOT,"NA, NA",NA
755,"Livre second de Huon de Bordeaux, pair de France et duc de guienne, contenant ses faits et actes héroïques compris en deux livres, autant beau et récréatifs que de long-tems ayt été leu, reveu et corrigé de nouveau",1707,Troyes,Jacques OUDOT,"NA, NA",NA
818,La vie du fameux Gargantuas,1732,Troyes,NA,"NA, NA",NA
822,"La vie du fameux Gargantuas le plus terrible géant qui ait jamais paru sur la terre, traduction nouvelle dressée sur un ancien manuscrit qui s'est trouvé dans la bibliothéque du grand Mogol",1738,Troyes,Jean-Antoine GARNIER,"NA, NA",NA
823,"La vie du fameux Gargantuas le plus terrible géant qui ait jamais paru sur la terre, traduction nouvelle dressée sur un ancien manuscrit qui s'est trouvé dans la bibliothèque du grand Mogol",1738,Troyes,veuve GARNIER,"NA, NA",NA
826,"La vie du fameux Gargantuas, le plus terrible géant qui ait jamais paru sur la terre, traduction nouvelle",1750,Lille,s.n.,"NA, NA",NA
827,La vie du fameux Gargantuas,1785,Troyes,Adrien-Paul-François André,"NA, NA",NA
828,Les très-véritables Gargantua,1790,Paris,s.n.,"NA, NA",NA
868,Histoire de Richard sans peur,1738,Troyes,s.n.,"NA, NA",NA
874,"L'histoire de Richard sans peur, duc de Normandie, nouvelle édition",1767,Cologne,Manteaubleu,"NA, NA",NA
876,"L'histoire de Richard sans peur, duc de Normandie, fils de Robert le diable, nouvelle édition",1777,Toulouse,Henault,"NA, NA",NA
880,"L'histoire de Richard sans peur, duc de Normandie, fils unique de Robert le diable, lequel par sa grande générostié fu roi d'Angleterre",1788,Caen,P. CHALOPIN,"NA, NA",NA
941,Histoire de Jean de Paris,1786,Troyes,Jean GARNIER,"NA, NA",NA
987,"Tiel VVlespiegle, de sa vie, de ses faits, et merveilleuses finesses par lui faites, et des grandes fortunes qu'il a eües, lequel par un les fallaces ne se laissa tromper: nouvellement corrigé et translaté de flamend [sic] en françois",1701,Rouen,Jean-Baptiste BESONGNE,"NA, NA",NA
995,La vie de Tiel Ulespiege,1741,Troyes,Jean OUDOT,"NA, NA",NA
1016,"Œuvres de maitre François Rabelais, publiées sous le titre de Faits et dits du géant Gargantua et de son fils Pantagruel, /... nouvelle édition/",1732,S.l.,s.n.,"Rabelais, François",NA
1018,Œuvres de maitre François Rabelais,1733,"Londres, & Paris",Jean-François BASTIEN,"Rabelais, François",NA
1019,"Œuvres Göttingen: OEuvres de François Rabelais, avec des remarques &c. de M. Le Duchat SCU]: ... nouvelle édition ornée de figures de B. Picart &c. augmentée de quantité de remarques de M. Le Duchat, de celles de l'édition angloise des OEuvres de Rabelais, de ses lettres et de plusieurs pièces curieuses & intéressantes.",1741,Amsterdam,Jean-Frédéric BERNARD,"Rabelais, François",NA
1020,Œuvres choisies de François Rabelais,1752,Genève,Barillot et fils,"Rabelais, François",NA
1021,Œuvres,1755,Rouen,NA,"Rabelais, François",NA
1022,Œuvres,1759,Amsterdam,Adrien Moetjans,"Rabelais, François",NA
1024,"Œuvres, avec des commentaires par M. Luneau de Boisjermain",1768,Paris,Cellot,"Rabelais, François",NA
1025,"Œuvres, [...] traduction nouvelle [...]",1779,Londres,s.n.,"Rabelais, François",NA
1028,Œuvres,1783,Londres & Paris,Jean-François BASTIEN,"Rabelais, François",NA
1029,Œuvres,1787,Genève,s.n.,"Rabelais, François",NA
1030,"Œuvres de maître Fr. Rabelais, [...] édition nouvelle [...]",1789,La Haye & Paris,NA,"Rabelais, François",NA
1074,Le Décaméron de Jean Bocace,1757,Londres,NA,"Boccaccio, Giovanni",NA
1083,"Discours d'aucuns propos rustiques, facécieux et de singulière récréation ou les ruses et finesses de Ragot, capitaine des gueux, etc. par Leon Ladulfi (Noel du Fail) seigneur de la Herissaye, gentilhomme breton",1732,S.l.,NA,"Du fail, Noël",NA
1105,Histoire des amours de Théagène et de Chariclée,1786,Paris,Cussac,"HÉLIODORE, NA",NA
1151,Les affections de divers amans,1743,2,NA,"PARTHÉNIUS DE NICÉE, NA",NA
1227,Amours pastorales de Daphnis et Chloé,1718,S.l.,s.n.,"LONGUS, NA",NA
1236,Amours pastorales de Daphnis et Chloé,1749,Amsterdam,s.n.,"LONGUS, NA",NA
1237,Les amours pastorales de Daphnis et Chloé,1750,Amsterdam,NA,"LONGUS, NA",NA
1239,"Les amours pastorales de Daphnis et Chloé, par Longus, double traduction du grec en françois de Mr. Amiot et d'un anonime, mises en paralelle et ornées des estampes originales du fameux B. Audran, gravées aux dépens du feu duc d'Orléans, régent de France, sur les tableaux inventés et peints de la main de ce grand prince, avec un frontispice de Coypel et autres vignettes et culs de lamp gravées par D. Fock sur les desseins de Cochin et de Eysen MY NOTES SAY: desseins NOT: dessins? WHOSE ERROR ??",1757,Paris,imprimées pour les curieux,"LONGUS, NA",NA
1240,Amours pastorales de Daphnis et Chloé,1764,La Haye,Jean NEAULME,"LONGUS, NA",NA
1242,Amours pastorales de Daphnis et Chloé,1770,Londres,s.n.,"LONGUS, NA",NA
1245,"Amours pastorales de Daphnis et Chloé, translatées en français par Jacques Amyot [...]",1776,Bouillon,imprimerie de la Société typographique,"LONGUS, NA",NA
1246,Les amours pastorales de Daphnis et Chloé,1777,S.l.,s.n.,"LONGUS, NA",NA
1254,Amours pastorales de Daphnis et Chloé,1784,Paris,Belin,"LONGUS, NA",NA
1255,Amours pastorales de Daphnis et Chloé,1784,Versailles,Sévère DACIER,"LONGUS, NA",NA
1257,Amours pastorales de Daphnis et Chloé,1787,Paris,"Lamy, de l'imprimerie de Monsieur","LONGUS, NA",NA
1297,"Contes et nouvelles de Marguerite de Valois, reine de Navarre, mis en beau langage, accommodé au goût de ce temps",1733,La Haye,"P. Gosse, J. Neaulme","Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",NA
1298,"Contes et nouvelles de Marguerite de Valois, reine de Navarre, mis en beau langage, accomodé au goût de ce temps",1738,La Haye,"P. GOSSE, J. NEAULME","Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",NA
1299,"Contes et nouvelles, [...] nouvelle edition",1740,Paris,aux dépens de la Compagnie,"Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",NA
1300,Contes et nouvelles,1744,Londres,s.n.,"Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",NA
1304,"Nouvelles de Marguerite, reine de Navarre VARIANT TITLES?: Contes et nouvelles (Bludov?, Munich-E], ?)/ Heptaméron français (Augsbourg], Munich-E]) ?",1780,Berne,Nouvelle société typographique,"Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",NA
1305,"Les nouvelles de Marguerite, reine de Navarre",1780,Berne,Beat Louis WALTHARD,"Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",NA
1306,"Contes et nouvelles de Marguerite de Valois, reine de Navarre, faisant suite aux Contes de J. Bocace [...]",1784,Londres,NA,"Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",NA
1307,Contes et nouvelles [...],1784,Londres,NA,"Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",NA
1308,Contes et nouvelles de Marguerite de Navarre [...],1787,Londres,NA,"Marguerite de navarre, Marguerite d'Anglouême  reine de Navarre  dite",NA
1512,"Les contes et discours d'Eutrapel, par Noel du Fail seigneur de la Herissaye, gentilhomme breton",1732,2,NA,"Du fail, Noël",NA
1661,"Mylord ** ou la paysan de qualité, nouvelle galante, par Mr. ***",1701,La Haye,Pierre HUSSON,"NA, NA",NA
1673,"Semelion, histoire véritable, nouvelle édition augmentée d'une troisième et d'une quatrième parties qui n'avaient pas encore été publiées",1733,Amsterdam,Boetman,"NA, NA",NA
1674,"Semelion, histoire véritable",1733,Constantinople,s.n.,"NA, NA",NA
1675,Effets surprenants de la philosophie ou Semelion,1756,Paris,NA,"NA, NA",NA
1682,"Germaine de Foix, reine d'Espagne",1701,Amsterdam,Jacques DESBORDES,"Baudot de juilly, Nicolas",NA
1683,"Germaine de Foix, reine d'Espagne",1701,Paris,"Guillaume de LUYNE ET, Jean-Baptiste LANGLOIS","Baudot de juilly, Nicolas",NA
1687,Anecdotes galans [sic],1701,Cologne,s.n.,"Bédacier, Catherine  née Durand",NA
1696,Mémoires secrets et intrigues de la cour de France sous Charles VII,1741,Amsterdam,Jean-Frédéric BERNARD,"Bédacier, Catherine  née Durand",NA
1697,Mémoires secrets de la cour de Charles VII,1757,La Haye,s.n.,"Bédacier, Catherine  née Durand",NA
1699,"Le compagnon sage et ingénieux, anglois et françois ou recueil de l'esprit des personnes illustres tant anciennes que modernes, contenant leurs sentences, pensees nobles, généreux sentimens, reparties fines, bons mots et avantures agréable, à l'usage des ecoles françoises, troisiéme edition corrigée, augmentée etc., à l'usage des ecoles fran çoises, par Mr. boyer, auteur du dictionnaire royal",1707,Londres,"J. Nicholson, M. Newborough, Maurice ATKINS","Boyer, Abel",NA
1701,"Le compagnon sage et ingenieux, anglois et françois, ou recueil de l'esprit des personnes illustres, tant anciennes que modernes ou recueil des bons mots, pensees ingenieuses, promptes reparties, railleries fines et avantures agreables des personages illustres, tant anciens que modernes, ouvrage non seulement necessaire aux jeunes gens et autres personnes qui veulent apprendre le françois mais divertissant et utile à tous les lecteurs anglois et françois, cinquieme édition exactement revüe et corrigée",1741,Londres,"D. MIDWINTER, T. WOODWARD, Aaron WARD","Boyer, Abel",NA
1704,Relation historique de l'amour de l'empereur de Maroc,1707,Cologne,Pierre MARTEAU,"Freschot, Casimir",NA
1717,L'abbé en belle humeur,1784,Cologne,s.n.,"Macé, René",NA
1719,Anecdote ou histoire secrète des vestales,1701,Paris,Cavelier,"Mailly, chevalier de",NA
1723,"Histoire de Geofroy, surnommé à la grand'dent",1701,Amsterdam,Jaques DESBORDES,"Nodot, François",NA
1724,"Histoire de Geofroy, surnommé à la grand'dent",1701,Paris,"Guillaume de LUYNE, Jean-Baptiste LANGLOIS","Nodot, François",NA
1743,"Saint-Evremoniana ou recueil de diverses pièces curieuses avec des pensées judicieuses, de beaux traits d'histoire et des remarques très utiles de...",1750,Amsterdam,Pierre MORTIER,"Saint-évremond, Charles de Marguetel de Saint-Denis",NA
1751,"Mémoires de Mr d'Artagnan, capitaine-lieutenant de la premiere compagnie des mousquetaires du Roi, contenant quantité de choses particulieres et secrettes qui se sont passées sous le régne de Louis le Grand",1701,Cologne,Pierre MARTEAU,"Sandras de courtilz, Gatien de",NA
1752,"Mémoires de Mr. d'Artagnan, capitaine lieutenant de la première compagnie des mousquetaires du Roi, contenant quantité de choses particulières et secrettes qui se sont passées sous le règne de Louis le Grand",1701,Cologne,P. MARTEAU,"Sandras de courtilz, Gatien de",NA
1753,"Mémoires de Mr. d'Artagnan, capitaine lieutenant de la première compagnie des mousquetaires du Roi, contenant quantité de choses particulières et secrettes qui se sont passées sous le règne de Louis le Grand",1701,Cologne,Pierre MARTEAU,"Sandras de courtilz, Gatien de",NA
1761,Mémoires d'Artagnan sous Louis XIV,1732,Cologne,NA,"Sandras de courtilz, Gatien de",NA
1763,"Les amours libres des deux frères, histoire galante, par le sieur R.I.B.R.",1701,Cologne,Roger LAMBIN,"NA, NA",NA
1766,"La pompe funèbre d'Arlequin, mort le dernier jour d'aoust 1700",1701,Paris,Jean MUSIER,"NA, NA",NA
1767,"Les avantures galantes du chevalier de Thémicour, par madame D**",1701,Paris,Pierre RIBOU,"Bédacier, Catherine  née Durand",NA
1771,Le nouveau Démocrite ou délassements d'esprit,1701,Paris,Michel BRUNET,"BOYER DE RIVIÉRE, NA",NA
1772,Le nouveau Démocrite ou délassements d'esprit,1701,Paris,Michel BRUNET,"BOYER DE RIVIÉRE, NA",NA
1773,"Œuvres diverses de M. de Fontenelle de l'Academie fran çoise, qui contient Les nouveaux dialogues des morts, le Jugement de Pluton sur les deux parties des dialogues des morts",1701,Amsterdam,Pierre MORTIER,"Fontenelle, Bernard Le Bouyer de",NA
1774,Œuvres diverses de M. de Fontenelle de l'Academie françoise,1707,Londres,Paul et Isaak VAILLANT,"Fontenelle, Bernard Le Bouyer de",NA
1801,"OEuvres diverses de M. de Fontenelle, de l'Academie françoise, nouvelle édition augmentée et enrichie de figures gravées par Bernard Picart le Romain",1743,Amsterdam,François Changuion,"Fontenelle, Bernard le Bouyer de",NA
1804,OEuvres de monsieur de Fontenelle,1752,Paris,Brunet,"Fontenelle, Bernard le Bouyer de",NA
1805,"OEuvres diverses de M. de Fontenelle de l'Academie françois, nouvelle edition augmentée et enrichie de figures gravées par Bernard Picart le Romain",1753,Amsterdam,François CHANGUION,"Fontenelle, Bernard le Bouyer de",NA
1806,Œuvres de monsieur de Fontenelle,1754,Amsterdam,Changuion,"Fontenelle, Bernard le Bouyer de",NA
1807,"Œuvres de monsieur de Fontenelle, des Académies françoise, des sciences, des belles-lettres, de Londres, de Nancy, de Berlin et de Rome",1754,Amsterdam,aux dépens de la Compagnie,"Fontenelle, Bernard le Bouyer de",NA
1808,OEuvres de monsieur de Fontenelle,1754,Londres,NA,"Fontenelle, Bernard le Bouyer de",NA
1809,Œuvres de monsieur de Fontenelle,1758,Paris,B. Brunet,"Fontenelle, Bernard le Bouyer de",NA
1810,"Œuvres de M. de Fontenelle [...], nouvelle édition augmentée",1761,Paris,veuve BRUNET,"Fontenelle, Bernard le Bouyer de",NA
1811,Œuvres de monsieur de Fontenelle,1761,Paris,Desaint et Saillant,"Fontenelle, Bernard le Bouyer de",NA
1812,Œuvres de monsieur de Fontenelle,1761,Paris,Regnard,"Fontenelle, Bernard le Bouyer de",NA
1813,Œuvres choisies de M. de Fontenelle,1761,Londres,Nourse,"Fontenelle, Bernard le Bouyer de",NA
1814,Œuvres choisies de M. de Fontenelle,1761,Londres,Nourse,"Fontenelle, Bernard le Bouyer de",NA
1815,"OEuvres de monsieur de Fontenelle, des Academies françoise, des sciences, des belles-lettres, de Londres, de Nancy, de Berlin et de Rome, nouvelle edition augmentée avec figures",1764,Amsterdam,François CHANGUION,"Fontenelle, Bernard le Bouyer de",NA
1817,Œuvres de monsieur de Fontenelle,1764,Paris,B. BRUNET,"Fontenelle, Bernard le Bouyer de",NA
1818,"Œuvres de monsieur de Fontenelle, nouvelle édition augmentée",1766,Paris,Libraires associées,"Fontenelle, Bernard le Bouyer de",NA
1819,Œuvres de monsieur de Fontenelle /tome XI./,1766,Paris,Regnard,"Fontenelle, Bernard le Bouyer de",NA
1820,Œuvres de monsieur de Fontenelle /tome XI./,1766,Paris,"Dessaint, Saillant","Fontenelle, Bernard le Bouyer de",NA
1821,Œuvres de monsieur de Fontenelle,1767,Paris,"Saillant, Desaint, Regnard, Des Ventes de La Doué","Fontenelle, Bernard le Bouyer de",NA
1822,OEuvres choisies de Fontenelle,1779,Liège,F. J. DESOER,"Fontenelle, Bernard le Bouyer de",NA
1823,"Œuvres de monsieur de Fontenelle [...], nouvelle édition augmentée",1784,Londres,NA,"Fontenelle, Bernard le Bouyer de",NA
1824,OEuvres diverses de M. de Fontenelle,1784,Londres,Vaillant,"NA, NA",NA
1826,"Œuvres de Fontenelle, des Académies françoise, des sciences, des belle lettres, de Londres, de Nancy, de Berlin et de Rome, nouvelle édition, augmentée de plusieurs pièces relatives à l'auteur, mise pour la première fois par ordre des matières, et plus correcte que toutes les précédentes",1790,Paris,"Jean-François BASTIEN, Jean SERVIÈRES","Fontenelle, Bernard le Bouyer de",NA
1829,Le Télémaque moderne ou les intrigues d'un grand seigneur pendant son exil,1701,Cologne,Anthoine d'EGMOND,"Grandchamp, de",NA
1830,"Le Télémaque moderne, ou les intrigues d'un grand seigneur pendant son exil",1701,Cologne,Anthoine d'EGMOND,"Grandchamp, de",NA
1834,"Les métamorphoses d'Ovide, avec des explications à la fin de chaque fable, traduction nouvelle par M. l'abbé de Bellegarde",1701,Paris,Michel BRUNET,"OVIDE, NA",NA
1835,"Les métamorphoses d'Ovide, avec des explications à la fin de chaque fable, traduction nouvelle par M. l'abbé de Bellegarde",1701,Paris,Michel BRUNET,"OVIDE, NA",NA
1836,"Les métamorphoses d'Ovide, avec des exmplications à la fin de chaque fable, traduction nouvelle par M. l'abbé de Bellegarde",1701,Paris,Michel DAVID,"OVIDE, NA",NA
1837,"Les métamorphoses d'Ovide, avec des explications à la fin de chaque fable, traduction nouvelle par M. l'abbé de Bellegarde",1701,Paris,Pierre ÉMERY,"OVIDE, NA",NA
1838,"Les métamorphoses d'Ovide, avec des explications à la fin de chaque fable, traduction nouvelle par M. l'abbé de Bellegarde",1701,Paris,P. ÉMERY,"OVIDE, NA",NA
1844,"Les métamorphoses d'Ovide, avec des explications à la fin de chaque fable, traduction nouvelle par de Bellegarde",1754,La Haye,s.n.,"NA, NA",NA
1846,"Les avantures de la Madona et de François d'Assise, recueillies de plusieurs ouvrages des docteurs romains, écrites d'un stile recreatif, en même temps capable de faire sentir le ridicule du papisme sans aucune controverse, par Mr. Renoult cy-devant predicateur en l'Eglise romaine et à-présent ministre du St. Evangile",1701,Amsterdam,"Nicolas CHEVALIER, Jacques TIREL","Renoult, Jean-Baptiste",NA
1847,"Les avantures de la Madona et de François d'Assise, recueillies de plusieurs ouvrages des docteurs romains, écrites d'un stile récréatif, en même temps capable de faire sentir le ridicule du papisme sans aucune controverse, par Mr. Renoult cy-devant prédicateur en l'Église romaine et à-présent ministre du St. Évangile, seconde édition",1701,Amsterdam,Daniel de LA FEUILLE,"Renoult, Jean-Baptiste",NA
1848,Les avantures de la Madona et de François d'Assise,1707,S.l,s.n.,"Renoult, Jean-Baptiste",NA
1850,"Les avantures de la Madona et de François d'Assise, recueillies de plusieurs ouvrages des docteurs romains, écrite d'un style récréatif, en même temps capable de faire sentir le ridicule du papisme sans aucune controverse, par Mr. Renoult, par Mr. Renoult, cy-devant prédicateur en l'Eglise romaine & à present ministre du St. Evangile, troisième édition",1750,Amsterdam,les héritiers de Daniel LA FEUILLE,"Renoult, Jean-Baptiste",NA
1851,"Les illustres avanturieres dans les cours des princes d'Italie, de France, d'Espagne et d'Angleterre",1701,Cologne,Pierre du MARTEAU,"Saint-réal, César-Vichard  abbé de et un AUTEUR INCONNU",NA
1853,Annales de la cour et de Paris pour les années 1697 et 1698,1701,Cologne,Pierre MARTEAU,"Sandras de courtilz, Gatien de",NA
1855,Annales de la cour et de Paris,1701,Amsterdam,??,"Sandras de courtilz, Gatien de",NA
1865,Annales de la cour et de Paris pour les années 1697 et 1698,1764,Amsterdam,E. van HARREVELT,"Sandras de courtilz, Gatien de",NA
1867,"Mémoires de madame la marquise de Frêne, enrichis de figures",1701,Amsterdam,Jean MALHERBE,"Sandras de courtilz, Gatien de",NA
1881,Mémoires de madame la marquise de Fresne,1757,Amsterdam,aux dépens de la COMPAGNIE,"Sandras de courtilz, Gatien de",NA
1883,"Mémoires de monsieur le marquis de Montbrun, enrichis de figures",1701,Amsterdam,"Nicolas CHEVALIER, Jacques TIREL","Sandras de courtilz, Gatien de",NA
1890,Mémoires de monsieur le marquis de Montbrun,1718,Utrecht,Henri SCHOUTEN,"Sandras de courtilz, Gatien de",NA
1892,Memoires de monsieur le marquis de Montbrun,1750,Amsterdam,"Chevalier, Tirel","Sandras de courtilz, Gatien de",NA
