ID,super_book_title,author_name,super_book_code
NA,Le Negociant Universel,NA,zspbk0010765
NA,"Instructions générales en forme de cathéchisme, par M Colbert,évêque de Montpellier","Colbert, Charles Joachim",spbk0010255
NA,Elémens des phisiologie composée en faveur de ceux qui commencent à Etudier en Medecine par M. *** docteur en Medecine,NA,zspbk0010766
NA,Traité de l'orthographe françoise,NA,spbk0002355
NA,"Le spectacle de la nature ou Entretiens sur les particularités de l'histoire naturelle qui ont parû les plus propres a? rendre les jeunes gens curieux, etc.","Pluche, Noe?l Antoine",zspbk0010767
NA,Dictionnaire de chirurgie,NA,zspbk0010768
NA,Dictionnaire des grands hommes,NA,zspbk0010769
NA,Oeuvres de Dorat,"Dorat, Claude Joseph",zspbk0010770
NA,Le deisme refuté par luy même de Bergier,"Bergier, Nicolas-Sylvestre",zspbk0010771
NA,Géographie moderne,NA,spbk0001002
NA,"Essai sur le beau par le pere Andre?; avec un Discours preliminaire et des reflexions sur le gout, par Formey","Andre?, Yves Marie",zspbk0010772
NA,"Dictionnaire portatif de cuisine, d'office et de distillation",NA,zspbk0010773
NA,Livres d'assortissement / Miscellaneous books,NA,zspbk0010774
NA,Lettres interessantes pour les medecins de profession utile aux ecclesiatiques qui veulent s'appliquer a? la medecine et curieuses pour tout lecteur,"Ardène, Jean-Paul de Rome [d']",zspbk0010775
NA,"Les passions de l'Ame.  Le monde, ou, Traite? de la lumiere et La geometrie par René Descartes","Descartes, René",zspbk0010776
NA,"Oeuvres poetiques de M. Imbert.  Nouvelle edition revue, corrigée et augmentée","Imbert, Barthélemy",zspbk0010777
NA,"Nouveau commentaire sur les ordonnances des mois d'août 1669 et mars 1673. Ensemble sur l'edit du mois de mars 1673 touchant les épices: par M***, conseiller au presidial d'Orléans.  Nouvelle edition, corrigée et augmentée","Jousse, Daniel",zspbk0010778
NA,De la connoissance de Jesus-Christ,Caussel,zspbk0010779
NA,"Histoire du vieux et du nouveau testament, de Royaumont, avec figures","Le Maistre de Sacy, Louis Isaac",spbk0010217
NA,Methode nouvelle pour apprendre parfaitement les regles du plain-chant,"La Feille?e, Franc?ois de",zspbk0010780
NA,Les chef-d'oeuvres de the?atre de M. Dancourt.  Nouvelle édition revue et corrigée,"Dancourt, Florent Carton",zspbk0010781
NA,Magasin des adollesçantes,NA,spbk0002706
NA,"Albert moderne (l'), ou Nouveaux secrets éprouvés","Guy, Pierre",spbk0000040
NA,Memoires pour servir à l’histoire des Egarements de l’esprit humain,"Pluquet, François-André-Adrien",zspbk0010755
NA,"Code ecclesiastique ou questions importantes, et observations sur l'edit du mois d'avril 1695","Coudert, J. B.",zspbk0010782
NA,Élémens de pharmacie theorique et pratique,NA,spbk0001909
NA,Apologie de la religion chretienne par M. Bergier,"Bergier, Nicolas-Sylvestre",zspbk0010783
NA,"Discours philosophiques, tirés des Livres Saints: avec des odes chretiennes et philosophiques","Le Franc Pompignan, J. J.",zspbk0010784
NA,Manuel des pasteurs par M. l'abbé Dinouart,"Dinouart, Joseph-Antoine-Toussaint",zspbk0010785
NA,"Le philosophe moderne, ou l'incre?dule condamne? au tribunal de la raison par M. l’abbé M. D. G.","Le Masson des Granges, Daniel",zspbk0010786
NA,Justiniani Imperatoris institutionum libri quatuor,NA,zspbk0010787
NA,Pratique de la confession et de la communion,"Bonnefons, Amable",zspbk0010788
NA,Le Poete des enfans,NA,zspbk0010789
NA,Dictionnaire des proverbes francois,"Panckoucke, André-Joseph",zspbk0010790
NA,Guide du marechal,"Lafosse, Philippe-Etienne",zspbk0010791
NA,La nature philosophe par M. Moissy,"Moissy, Alexandre-Guillaume [de]",zspbk0010792
NA,"Eloge historique de Michel de L'Hopîtal, chancelier de France par un vieux avocat retire? du service","Bourgeois, Nicolas-Louis",zspbk0010793
NA,Heures nouvelles dédiées au roi,NA,zspbk0010794
NA,Journée du chrétien sanctifiée par la prière,NA,spbk0004313
NA,Oeuvres de La Chaussée,"La Chaussée, Pierre-Claude",zspbk0010795
NA,Légende de Montesquieu,NA,zspbk0010796
NA,"L'art d'accoucher réduit a? ses principles par J. Astruc, professeur royal de medecine et medecin consultant du roi","Astruc, Jean",zspbk0010797
NA,"Pensées chrétiennes, etc",NA,spbk0010401
NA,L'art d'aimer de Bernard,"Bernard, Pierre Joseph",zspbk0010798
NA,Exercise de pieté,NA,zspbk0010799
NA,Office de la vierge,NA,zspbk0010800
NA,"Tableaux et oraisons de la sainte messe avec 35 figures, etc",NA,spbk0010504
NA,Exercice de pieté pour les associés à l’adoration perpetuelle du Saint Sacrement par le Reverend pere Vaubois de la Compagnie de Jesus,NA,zspbk0010801
NA,Preparation ,NA,zspbk0010802
NA,"Preparation a la mort par le Reverend pere Doiteur, docteur de Sorbonne",NA,zspbk0010803
NA,"Traité historique et critique de la nature de Dieu par M. l'abbé Pichon, Docteur en Theologie","Pichon, Thomas-Jean",zspbk0010804
NA,Conseils à une amie par Madame P***,"Puisieux, Madeleine d'Arsant [de]",zspbk0010805
NA,Histoire de la princesse de Montferrat,"Boureau-Deslandes, André-François",zspbk0010806
NA,"Le Pedagogue chretien, ou la maniere de vivre saintement, par le père Philippe Doutrement de la compagnie de Jesus","Outreman, Philippe d'",zspbk0010807
NA,"La nouvelle Zelis au Bain, Poeme en six chants","Pezay, Alexandre Fre?deric Jacques Masson Marquis de",zspbk0010808
NA,Devoirs ecclesiastiques par M. Sevoy,"Sevoy, Franc?ois-Hyacinthe",zspbk0010809
NA,Matieres Medicales par Cartheuser,"Cartheuser, Johann Friedrich",zspbk0010810
NA,Les Aphorismes de Boherave,"Boerhaave, Herman",zspbk0010811
NA,Les Loix Ecclesiastiques de France par d'Hericourt,"He?ricourt, Louis de",zspbk0010812
NA,Histoire du peuple de Dieu par le pere Isaac Berruyer,"Berruyer, Isaac Joseph",zspbk0010813
NA,Le tableau du siecle par un auteur connû,"Nolivos de Saint-Cyr, Paul-Antoine",zspbk0010814
NA,Anecdotes Litteraires,"Raynal, Guillaume-Thomas-François",zspbk0010815
NA,Miscellaneous Dramatic Works,NA,zspbk0010816
NA,Miscellaneous Historical Works,NA,zspbk0010817
NA,Conduite pour la confession et la communion,NA,spbk0010077
NA,"Instructions sur les conventions, ou Notions simples sur les engagements qu'on peut parler dans la société",NA,spbk0010259
NA,"Histoire du vieux et du nouveau testament, de Royaumont, avec figures","Royaumont, de",spbk0010217
NA,Paroissien (le) à l'usage de Sens et de Rome,NA,spbk0010394
NA,Théologie (la) chrétienne,NA,spbk0002321
NA,Ecole (l') des filles,NA,spbk0000645
NA,"Contes à rire (les), ou Nouvelles récréations françoises",NA,spbk0010084
NA,Traité des obligations,"Pothier, Robert Joseph",zspbk0010731
NA,Traité de la communauté,"Pothier, Robert Joseph",zspbk0010739
NA,Officina latinitatis,NA,spbk0010376
NA,Traité du douaire,"Pothier, Robert Joseph",zspbk0010743
NA,"Nouvelle instructions, ou Style général de hussiers et sergents, etc",NA,spbk0010350
NA,Secrets des arts et métiers,NA,spbk0010480
NA,Vie des saints (La) abrégée,NA,spbk0010541
NA,Heures nouvelles dédiées à la reine,NA,spbk0010195
NA,"Heures royales, ou Offices de l'église",NA,spbk0010203
NA,Principes de la langue latine à l'usage des collèges,NA,spbk0010441
NA,"Véritable motif  (le) de confiance que les fidèles doivent avoir dans la sainte vierge, etc ",NA,spbk0010533
NA,"Amant (L') de J. C. [Jésus Christ], ou Histoire de la vie et de la mort d'un ecclésiastique",NA,spbk0010020
NA,Visite au sainte sacrement et à la sainte vierge,"Ligouri, Alphonse [de]",spbk0010546
NA,Heures dédiées à monseigneur le dauphin,NA,spbk0010185
NA,Petit rituel romain (le),NA,spbk0010469
NA,Heures dédiées au sacré coeur de Jésus,NA,spbk0010187
NA,Saints exercices de la présence de dieu (les),"Vaubert, Luc",spbk0010478
NA,Quatre fins de l'homme (des),"Rouault, Laurent",spbk0010449
NA,"Office du nom et couronnement de la sainte vierge, latin et français",NA,spbk0010374
NA,Cantiques spirituels sur les principaux mystères de notre religion,NA,spbk0010041
NA,Bréviaire et missel romain à l'usage des laïques,NA,spbk0010035
NA,Nouveau recueil de cantiques spirituels,NA,spbk0010346
NA,Institution au droit ecclesiastique,"Boucher d'Argis, Antoine Gaspard",zspbk0010706
NA,Examen du materialisme,"Bergier, Nicolas-Sylvestre",zspbk0010738
NA,"Discours sur l'histoire ecclésiastique de M. l'abbé Fleury, confesseur du roi",Rondet Laurent Etienne,spbk0004961
NA,"Formulaire de prières pour passer saintemente la journée, etc",NA,spbk0010166
NA,Petit paradis (le) des âmes chrétiennes,NA,spbk0010411
NA,Etrennes spirituelles,NA,spbk0010141
NA,Imitation (l') de la trés sainte vierge,NA,spbk0010305
NA,Chemin du ciel,NA,spbk0010050
NA,Instructions de la jeunesse,NA,spbk0010249
NA,"Offices de l'église, latin et français, à l'usage de Rome",NA,spbk0010375
NA,Principes de chirurgie,"La Faye, Georges de",zspbk0010729
NA,Dictionnaire géographique portatif,"La Martinière, Antoine Augustin Bruzen [de]",spbk0004091
NA,"Histoire du vieux et du nouveau testament, de Royaumont, avec figures",NA,spbk0010217
NA,Heures nouvelles,NA,spbk0010189
NA,"Nouveau dictionnaire historique portatif, ou Histoire abrégée de tous les hommes qui se sont fait un nom par des talens, des vertus des fortaits, des erreurs, etc., depuis le commencement du monde jusqu'à nos jours, avec les tables chronologiques, etc",NA,spbk0004708
NA,Livre (le) des enfans,NA,spbk0010308
NA,"Instructions sur les conventions, ou Notions simples sur les engagements qu'on peut parler dans la société","Mamert de Jussieu de Montluel, François Joseph",spbk0010259
NA,[Corpus juris civilis],Justinian,spbk0000253
NA,"Dictionnaire géographique, historique et politique de la Suisse","Haller, Gottlieb Emanuel von",spbk0003633
NA,Heures nouvelles dédiées à madame la chancellière,NA,spbk0010197
NA,Heures nouvelles dédiées à madame la dauphine,NA,spbk0010198
NA,"Le petit Paroissien Romain entretenant l’office divin des dimanches et fêtes, propre aux Paroisses et aux Couvens qui suivent le dit Romain.  nouvelle edition augmentée des Repons des processions de l’année avec beaucoup de prieres et instructions",Maupin,zspbk0010576
NA,Vie et lettres de Ninon de L'Enclos,NA,spbk0001399
NA,Espion (l') turc dans les cours des princes chrétiens,NA,spbk0000749
NA,Espion (l') turc dans les cours des princes chrétiens,"Marana, Giovanni Paolo",spbk0000749
NA,Ouvrage de six jours,"Duguet, Jacques Joseph",spbk0010386
NA,Ordinaire de la messe,NA,spbk0010379
NA,Miscellaneous Religious Works,"Noailles, cardinal de",zspbk0010574
NA,Paradis (le) de âmes xtiennes [chrétiennes],"Horstius, Jacobus Merlo",spbk0010295
NA,Regia Parnassi,NA,spbk0002076
NA,"Dictionnaire des cas de conscience de Pontas, par Collet","Pontas, Jean",spbk0010014
NA,Miscellaneous Religious Works,Saint Paul,zspbk0010574
NA,"Apparat royal, dictionnaire franc?ois et latin",NA,spbk0003976
NA,Coutume de Paris par Ferriere,"Ferriere, Claude de",zspbk0010673
NA,Méthode abrégée et facile pour apprendre la géographie,"Crozat Du Chastel Evreux, Marie-Anne [Comtesse de]",spbk0004572
NA,Office de la vierge Marie,NA,spbk0010370
NA,Méthode pour converser avec dieu,NA,spbk0010332
NA,Dévotion au sacré coeur de Jésus,NA,spbk0010550
NA,Ordonnances des eaux et forêt ,NA,spbk0010383
NA,Cent (les) nouvelles nouvelles,NA,spbk0000311
NA,Code marchand,NA,spbk0010065
NA,Galanteries des rois de France,"Sauval, Henri",spbk0000939
NA,Code criminel,NA,spbk0010064
NA,Coutume de Paris par Ferriere,"Ferrière, Claude Joseph d'",zspbk0010673
NA,Tarif pour cuber les bois quarrés [carrés] et ronds,NA,spbk0010506
NA,Commentaire historique sur les ouvres de l'auteur de La Henriade,"La Beaumelle, Laurent Anglivie [de]",spbk0003365
NA,[Bibliothèque bleue],"Castillon, Jean",spbk0004764
NA,Code civil,NA,spbk0010063
NA,"Livre des enfants, ou Idées générales des définitions des choses",NA,spbk0010309
NA,Commentaire sur les tarifs du Controlle,Bazin,zspbk0010681
NA,Ordonnance de Louix XIV ... sur les gabelles,NA,spbk0010380
NA,Cent (les) nouvelles nouvelles,"Gomez, Madame de",spbk0000311
NA,Art de faire des vins,NA,spbk0000152
NA,Confederation helvetique,NA,spbk0000374
NA,Correspondance de Mr. le M. de Montalembert avec le Mquis d'Avrincourt,NA,spbk0000435
NA,Elemens d'histoire de france,NA,spbk0000667
NA,Elemens de moralle universelle,NA,spbk0000674
NA,Eloge de Pascal,NA,spbk0000699
NA,"Guerre (la derniere) des betes, fable pour servir à l'histoire du XVIII siecle par d'Abaissai",NA,spbk0000985
NA,"Histoire des conquêtes de Gustave-Adolfe, roi de Suède, en Allemagne ou Campagnes de ce monarque en 1630, 1631, 1632, précédées d'une introduction contenant l'origine & le commencement de la guerre de Trente ans",NA,spbk0001120
NA,Incas (les) ou la destruction de l'empire du Pérou par Marmontel,NA,spbk0001234
NA,Journal & anecdotes interessantes du voyage de comte de Falckenstein en France,NA,spbk0001299
NA,Magasin des enfans & des adolescentes,NA,spbk0001493
NA,"Magasin des enfans & des adolescentes ou dialogues entre une sage gouvernante avec ses éleves, par Mad. le Prince de Beaumont, nouvelle édition corigée, ornée de figures",NA,spbk0001494
NA,"Magasin des enfans, par M. le prince de Beaumont, 4 parties in-8.",NA,spbk0001495
NA,"Magasin des enfans, par la même, suivi des conversations entre la jeune Emilie & sa mere",NA,spbk0001496
NA,Magasin des enfants ou Dialogues entre une sage gouvernante et plusiers de ses élèves,NA,spbk0001497
NA,Mémoires de ces Ms & Dames,NA,spbk0001625
NA,Oeuvres de minéralogie & de physique de Razoumowsky,NA,spbk0001831
NA,"Oeuvres des Crébillon pere, nouvelle édition, corrigée, revue & augmentée de la vie de l'auteur",NA,spbk0001832
NA,"Oraison funèbre le Fréderic le Grand, Roi de Prusse, assemblée régulièrement le 12 novembre 1786",NA,spbk0001867
NA,"Remonstrances du corps des pasteurs du Gévaudun à Antoine-Jean Rustan, pasteur suisse à Londres",NA,spbk0002101
NA,"Tissot, de l'épilepsie, édition originale",NA,spbk0002341
NA,"Vie, faiblesses et repentir d'une femme",NA,spbk0002438
NA,Voyage (mon) en Espagne,NA,spbk0002455
NA,Velasquez,NA,spbk0002584
NA,De Juribus,NA,spbk0002591
NA,Walsers Géographie de la Suisse en allemande,NA,spbk0002598
NA,Abrégé de la géographie,NA,spbk0002599
NA,Traité des maladies des gens du monde par M. Langhaus,NA,spbk0002600
NA,Un Dictionnaire des deux nations,NA,spbk0002602
NA,Magasin d'Hannover,NA,spbk0002609
NA,Mémoire géographique sur l'asie &c.,NA,spbk0002614
NA,Réfutaion du Système de la nature,NA,spbk0002636
NA,Donquichotte,NA,spbk0002639
NA,Rames A.B.C. & bon enfant,NA,spbk0002643
NA,Voyage de Constantinople,NA,spbk0002660
NA,Guston & Bayard,NA,spbk0002678
NA,magasin de Madame de Beaumont,NA,spbk0002893
NA,"Fables choises, mises en vers par M. de la Fontaine",NA,spbk0002960
NA,Magasin des petites enfans,NA,spbk0003183
NA,Storeck Justature?,NA,spbk0003311
NA,Revolutions du Suède,NA,spbk0003420
NA,bon enfant,NA,spbk0003467
NA,Histoire romaine,NA,spbk0003595
NA,Discours sur l'éducation des filles,NA,spbk0004085
NA,Voyage de Bethel,NA,spbk0004092
NA,"Conduite (la) du vray chre´tien dans les diverses maladies, dont il est afflige´",NA,spbk0004093
NA,"Entretiens pieux d'un fidèle avec son pasteur... par B. Pictet,...",NA,spbk0004094
NA,Trésor des prieres,NA,spbk0004095
NA,Anatomie de la messe,NA,spbk0004096
NA,Beaume de Galaad,NA,spbk0004097
NA,Examen de soi-même,NA,spbk0004098
NA,Combat chretien on des Affections,NA,spbk0004099
NA,Dévotions particulières qui peuvent servir en diverses occasions,NA,spbk0004100
NA,Triomphe de l'église sous la Croix,NA,spbk0004101
NA,Faux visage de l'antiquité,NA,spbk0004102
NA,Histoire ecclésiastique des églises réformées au royaume de France,NA,spbk0004103
NA,Histoire de l'edit de Nantes,NA,spbk0004104
NA,"Lettre contenant plusieurs réflexions importantes et singulières sur la mort, et sur la résurrection des deux témoins prédits au chap. 11 de l'apocalypse",NA,spbk0004105
NA,Preparation a la Sainte Cene,NA,spbk0004106
NA,"Rachat (le) du tems, ou meditations pieuses sur l'usage, que l'ame chretienne doit faire de son tems",NA,spbk0004107
NA,Conversion d'un Chrétien par B. Pictet,NA,spbk0004108
NA,Eclaircissemens et réflexions sur les quatre Evangiles et les Actes des Apôtres,NA,spbk0004109
NA,Entretiens (des) pieux,NA,spbk0004110
NA,Oeuvres de l'abbé Vertot,NA,spbk0004112
NA,Astronomie de Marine,NA,spbk0004113
NA,Redivivus,NA,spbk0004114
NA,Dictionnaire de chimie de Margraff,NA,spbk0004115
NA,Specimen lithographiae helveticae curiosae... a Johanne Jacobo Scheuchzero,NA,spbk0004116
NA,Eiusdem oryctographia elvética curiosa,NA,spbk0004117
NA,Caroli Nicolai Langii ... Historia Lapidum Figuratorum Helvetiae,NA,spbk0004118
NA,Hautt et Johannis Jodheuni Haller,NA,spbk0004119
NA,Supplément au dictionnaire chymie de Maquer,NA,spbk0004433
NA,Droit naturel,NA,spbk0004544
NA,Elémens de l'histoire générale,NA,spbk0004752
NA,Recueil des Principales questions de droit par M. de Bretonnier,Bretonnier,zspbk0010876
NA,Conduite du pere Avrillon,"Avrillon, R. B.",zspbk0010818
NA,Traité du contact de vente,"Pothier, Robert Joseph",zspbk0010819
NA,Miscellaneous Poetic Works,NA,zspbk0010820
NA,Theologie de Collet,"Collet, Pierre",zspbk0010821
NA,Miscellaneous Medical Works,NA,zspbk0010822
NA,Miscellaneous Legal Texts,NA,zspbk0010823
NA,Miscellaneous Geography and Travel Works,NA,zspbk0010824
NA,Miscellaneous Works of Literature,NA,zspbk0010825
NA,Miscellaneous Novels,NA,zspbk0010826
NA,Miscellaneous Cookery Works,NA,zspbk0010827
NA,Miscellaneous Works on Economics,NA,zspbk0010828
NA,Miscellaneous Works on Agriculture,NA,zspbk0010829
NA,Traité de la procedure civile,"Pothier, Robert Joseph",zspbk0010830
NA,"Vie (la), La passion, La mort et La Resurrection de Notre Seigneur Jesus Christ, nouvelle Edition",NA,zspbk0010831
NA,"Nouveaux Elemens d'algebre, ou, principes generaux mathematiques par Ozanam","Ozanam, Jacques",zspbk0010832
NA,"Pensées de M. Pascal, sur la Religion","Pascal, Blaise",zspbk0010833
NA,Recueil de jurisprudence canonique et Beneficiale par Guy Rousseau de la Combe,"La Combe, Guy Du Rousseaud",zspbk0010834
NA,"Agriculture (l'), Poeme, par M. Rosset Seconde Edition","Rosset, Pierre-Fulcrand de",zspbk0010835
NA,Contrat de louage,NA,zspbk0010836
NA,Le confiturier royal,NA,zspbk0010837
NA,Tableaux (les) de la messe,NA,zspbk0010838
NA,Theatre (le) de Dancourt,Dancourt,zspbk0010839
NA,Theatre (le) de Racine,"Racine, Jean",zspbk0010840
NA,Doras poesies de Colardeau,NA,zspbk0010841
NA,Homme (l') de Lettres et L'homme du monde par M. De,"Bignicourt, Simon de",zspbk0010842
NA,Nouveau commentaire sur la Coutume de la Prevoté et vicomte? de Paris par Ferriere.  Nouvelle edition,"Ferrière, Claude Joseph d'",zspbk0010843
NA,Traité de l'autorité des Parens sur le mariage des enfans de famille par M. V. J. R. de E. P.,"Renoul de Bas-Champs, Valentin-Jean",zspbk0010844
NA,Lettres pour excuser,NA,zspbk0010845
NA,Education complette où abregé de l'histoire universelle par M. Le P. de Beaumont,"Le Prince de Beaumont, Marie",zspbk0010846
NA,"Dictionnaire des passions, des vertus et des vices",NA,zspbk0010847
NA,Principes du cultivateur par Dom le Rouge Religieux de l'ordre de Citeaux,Le Rouge,zspbk0010848
NA,"La Jolie femme, où la femme du jour","Barthe, Nicolas-Thomas",zspbk0010849
NA,Lettres en vers et œuvres melées de M. Dorat cy devant mousquetaire,"Dorat, Claude Joseph",zspbk0010850
NA,Certitude (la) du christianisme par M. Bergier,"Bergier, Nicolas-Sylvestre",zspbk0010851
NA,"Les freres, où histoire de Miss Osmond par M. De Puisieux","Puisieux, Philippe-Florent [de]",zspbk0010852
NA,"Traité du contrat de mariage, par l'auteur du traité des obligations","Pothier, Robert Joseph",zspbk0010853
NA,"Prones reduits en pratiques pour les Dimanches et fetes de l'année par M. Billot Directeur du seminaire de Besançon, et Curé de Malange","Billot, Jean",zspbk0010854
NA,Traite? du droit commun des fiefs par un ancien conseiller au Parlement,"Goëzman, Louis Valentin [de]",zspbk0010855
NA,"Traite? de la preuve par Temoins en matiere Civile par M. Danty avocat au parlement, sixieme edition",Danty,zspbk0010856
NA,Traité du droit d'habitation pour servir d'appendice au traité du Douaire par l’auteur du traité des obligations,"Pothier, Robert Joseph",zspbk0010857
NA,"Stile universel de toutes les cours et jurisdictions du Royaume pour l'instruction des matieres civiles suivant l'ordonnance de Louis 14, par Mr Gauret","Gauret, Jacques",zspbk0010858
NA,Traité des fiefs avec un titre sur Les cens par M. Pothier,"Pothier, Robert Joseph",zspbk0010859
NA,"Code de la Police où analyse des reglemens de police par M. D*** ancien conseiller du roi, 4e edition, revue etc.",Duchesne,zspbk0010860
NA,"Supplement au traité du Contrat de louage, où traité des contrats de Louage maritime","Pothier, Robert Joseph",zspbk0010861
NA,Traité de la Possession et  de la prescription par M. Pothier,"Pothier, Robert Joseph",zspbk0010862
NA,Traité des feux d'artifice par le F. Frezier,"Fre?zier, Ame?de?e Franc?ois",zspbk0010863
NA,Observations pratiques sur les maladies de l'urethre par M. Andre,"Andre?, Nicolas",zspbk0010864
NA,Traité des injures dans l'ordre Judiciaire par M. Dareau,"Dareau, François",zspbk0010865
NA,Abregé de l'histoire ecclesiastique par M. Formey,"Formey, Jean Henri Samuel",zspbk0010866
NA,Oeuvres de Marquis de Carracioli,"Caraccioli, Louis-Antoine de",zspbk0010867
NA,"Dictionnaire des Rimes par P. Richelet, nouvelle Edition","Richelet, Pierre",zspbk0010868
NA,Histoire naturelle de la Hollande equinoxiale,"Fermin, Philippe",zspbk0010869
NA,Nouveau (Le) trésor du Parnasse,NA,zspbk0010870
NA,Memoires pour servir à l'histoire de la vertu,"Prévost, Antoine François",zspbk0010872
NA,Histoire du vaillant Chevalier Tiran Le Blanc traduite de l'Espagnol,"Martorell, Joanot",zspbk0010873
NA,Reflexions Politiques sur les finances,Dutot,zspbk0010874
NA,Reflexions Politiques sur les finances,"Melon, Jean Franc?ois",zspbk0010874
NA,Considerations Philosophiques sur l'action de l'orateur,"Gourdin, François-Philippe",zspbk0010875
NA,Recueil des Principales questions de droit par M. de Bretonnier,"Bretonnier, Barthe?lemy Joseph",zspbk0010876
NA,Mémoires et aventures d’une femme de qualité,NA,zspbk0010877
NA,Essai sur l’electricité des corps par M. l’abbé Nollet,"Nollet, Jean Antoine",zspbk0010878
NA,Les mille et une folies contes francais par M. N***,"Nougaret, Pierre-Jean-Baptiste",zspbk0010879
NA,"Histoire de France, dediée aux Jeunes Personnes",NA,zspbk0010880
NA,Genie (Le) de Montesquieu,"Deleyre, Alexandre",zspbk0010881
NA,Histoire d'une greque moderne par M. l'abbé Prevost,"Prévost, Antoine François",zspbk0010882
NA,Elite de Poesies fugitives,NA,zspbk0010883
NA,"Ouvrage Economique sur les Pommes de terre, Le froment et Le riz par M. Parmentier","Parmentier, Antoine-Augustin",zspbk0010884
NA,Amours (les) de Paliris et Dirphé,NA,zspbk0010885
NA,Introduction générale aux Sciences par M. Formey,"Formey, Jean Henri Samuel",zspbk0010886
NA,"Memoires du Comte de Saramandes, ou le bon fils par l’auteur de toute un peu","Jullien des Boulmiers, Jean Auguste",zspbk0010887
NA,"Contes, aventures et faits singuliers","Prévost, Antoine François",zspbk0010888
NA,Propheties perpetuelles de Thomas Joseph Moult,"Moult, Thomas-Joseph",zspbk0010889
NA,Art (l’) de se connoitre soi meme par Abadie,"Abbadie, Jacques",zspbk0010890
NA,Traité des devoirs des gens du monde par M. Collet,"Collet, Pierre",zspbk0010891
NA,"Ami (l') des hommes, ou traité de la Population, 5e edition","Mirabeau, Victor de Riquetti [marquis de]",zspbk0010892
NA,Esprit (l’) Lettres Partie De Chasse de Henry avec la Bataille D'Ivry,"Heinrich, Frankreich Koinig",zspbk0010893
NA,Contes de Guillaume Vadé,"Voltaire, François Marie Arouet",zspbk0010894
NA,Henriette de Volmar ou la mere jalouse de sa fille histoire veritable,Brument,zspbk0010895
NA,Magazin des Petits Enfans ou recueil d'amusements à la portée de leur age par Mlle Delos Rios Mtre de Pension,"Los-Rios, Ange?lique [de]",zspbk0010896
NA,Etudes (les) convenables aux Demoiselles,"Panckoucke, André-Joseph",zspbk0010897
NA,Histoire des révolutions de l'Empire Romain par M. Linguet ancien avocat au Parlement,"Linguet, Simon-Nicolas-Henri",zspbk0010898
NA,Propre (le) de l'oraison ou Prières utiles a? tous chrétiens qui veulent travailler a? leur salut corrige? et augmente? par l'auteur,NA,zspbk0010899
NA,"Nouveau commentaire sur l'Ordonnance de la Marine du mois d'aoust 1681 ou se trouve la conference des anciennes ordonnances des us et coutumes de la mer, tant du Royaume que des Pays Etrangers et des nouveaux Reglemens concernans la navigation et le commerce maritime, avec des Explications prises de l'Esprit du texte, de l'usage, des décisions des tribunaux et des meilleurs auteurs qui ont écrit sur la jurisprudence nautique. Et des notes historiques et critiques tirées la plus part des divers recueils de manuscrits conservés dans les dépôts publics. Dedié a? S.A.S. Mgr. Le Duc de Penthievre amiral de France par M. René-Josué Valin, avocat et Procureur du Roi au siege de l'Amirauté de la Rochelle. Nouvelle édition, revue, corrigée et augmen","Valin, René-Josué",zspbk0010900
NA,"Heures dedidées à Mgr Le Duc de Bourgogne contenant l’ordinaire de la messe Latin et françois, Vêpres hymnes proses et prieres qui se disent à l’Eglise",NA,zspbk0010901
NA,"Ordonnance de la marine du mois d'aout 1681, commente?e et confere?e sur les anciennes ordonnances, le droit Romain et les nouveaux reglemens","Merville, Pierre Biarnoy [de]",zspbk0010902
NA,Eucologe ou Livre d'Eglise a? l'usage de Paris contenant l'office des Dimanches et fetes imprimé par ordre de Mgr l’Archeveque,NA,zspbk0010903
NA,Patron (le) des Laboureurs dans la personne de Saint Isidore avec son office et son Litanies à l’usage du diocese de Tours,NA,zspbk0010904
NA,"Bonheur (le) d'une ame qui a trouve? Dieu dans l'oraison et qui se repose en lui, Explique? par la Doctrine de plusieurs Saints","Courbon, Noe?l ",zspbk0010905
NA,Excellence (l’) et la pratique de la dévotion a? la sainte Vierge avec le petit office du Sacré Cœur de marie et autres prieres de son honneur.  Par le P. Joseph de Gallifet de la compagnie de Jesus,"Gallifet, Joseph [de]",zspbk0010906
NA,Du Saint et frequent Usage des Sacremens de Penitence et d'eucharistie.  Par le R. P. Pallu de la Compagnie de Jesus  Troisieme Edition,"Pallu, Martin",zspbk0010907
NA,"Pratiques de piété pour la Neuvaine et les dix vendredis a? l'honneur de Saint François Xavier, de la Compagnie de Jesus, apôtre des Indes et du Japon","Duponcet, Jean-Nicolas",zspbk0010908
NA,"Exercice quotidien, pratiques de Piété et Instructions familieres pour les pensionaires Et Ecolieres des Religieuses Ursulines de la Congregation de Bordeaux, en la ville de Vitre?",NA,zspbk0010909
NA,"Motifs de consolation dans les souffrances, avec un exercice Chretien pour servir de preparation a? la mort traduit de l'italien du Pinamonti de la C. de Jesus","Pinamonti, Giovanni Pietro ",zspbk0010910
NA,Amour (l’) de Jesus au tres Saint Sacrement de l'autel par Henri Marie Boudon docteur en theologie et grand archidiocese de l’Eglise d’Evreux,"Boudon, Henri-Marie",zspbk0010911
NA,Preparation (la) à la Mort pour servir d’instruction aux qui veulent à prendre Bien mourir et à profiter de leur Maladie par le Pere Jean Jegou de la compagnie de Jesus quatrieme Edition Revue et Corrigée,"Je?gou, Jean",zspbk0010912
